TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
118.421768707,0.491108,1.21516,0.408588,0.191554,0.00495959,0.919964,1.15398,0.482184,0.937009,0.512854,0.297723,2.42633
118.468208617,1.34565,1.74724,0.0143626,0.164063,0,1.40387,0.735307,0.234423,1.80347,0.23134,0.153725,1.73966
118.514648526,2.25021,1.51062,0.00324879,0.555847,0.166227,1.32284,0.0317669,0.365676,2.41658,0.0795439,0,0.0897224
118.561088435,2.32669,1.12301,0.00387028,0.329365,0.328718,0.658565,0.00817746,0.48288,2.46103,0.0528773,0.000359274,0.000170749
118.607528345,2.19149,1.05208,0.183987,0.140082,0.699684,0,0.165272,0.622677,2.04,0.0289221,0.00198864,0.000115548
118.653968254,1.76139,1.16572,0.570664,0.230327,1.09255,0,0.196949,0.592163,1.65588,0.0223623,0.00189921,3.33788e-05
118.700408163,1.561,0.590457,0.112977,1.20828,1.46415,0,0.00103937,0.707024,1.20583,0.0386733,0.247806,0.0224362
118.746848073,0.744559,0.159255,0.103647,1.62962,1.49377,0.000255474,0,0.534536,1.68174,0.0889039,0.923783,0.076331
118.793287982,0.239833,0.00715256,0.117547,2.00248,1.48147,0.0197738,0.00665635,0.176636,3.25123,0.138738,0.463192,0.18908
118.839727891,0.494743,0.687737,0.414752,2.01763,0.40358,0.187721,0.0310661,0.083934,2.87244,0.277631,0.929821,0.206797
118.886167800,0.724157,0.459557,1.15627,1.15098,0.163631,0.408104,0.532203,0.0997798,2.06994,0.401652,1.3426,0.0450472
118.932607710,0.655607,0.175262,1.20091,1.35001,0.0392772,0.553645,0.704654,0,2.023,0.493828,1.26883,0.00484354
118.979047619,0.642093,0.109052,1.13009,1.50807,0.0382467,0.619781,0.791345,0.0805343,1.45323,0.54109,1.24103,0.00633571
119.025487528,0.621646,0.0828883,0.755281,1.19367,0.173118,0.659328,0.805028,0.293075,0.864637,0.708252,1.42366,0.00929024
119.071927438,0.32384,0.0656503,0.496173,0.753649,0.806874,0.876023,0.743447,0.0509655,0.538019,0.896537,1.18653,0
119.118367347,1.05072,0.163314,0.22192,0.785321,1.28975,0.605502,0.130449,0.0734498,0.726516,1.67635,0.262048,0.141069
119.164807256,1.84435,0.0567693,0.000967041,1.19703,1.24926,0.089402,0.0234775,0.125101,0.652592,1.20802,0.0681096,0.106788
119.211247166,1.85603,0.00207063,0.000113651,1.53897,0.974471,0.103938,0.10824,0.285685,0.811452,0.649698,0,0.142273
119.257687075,1.84464,0.00157438,0.000222284,1.51183,0.808232,0.0547843,0.217949,0.374645,1.6074,0.0312139,0,0.0935836
119.304126984,1.72672,0.000187386,0.0613962,1.28362,0.740916,0.115486,0.142943,0.376995,2.28848,0.00351403,0.000436031,0.0405639
119.350566893,1.34907,0.171662,0.159495,1.20227,0.734757,0.128137,0.0964182,0.416655,2.62543,0,0.00109445,6.79022e-05
119.397006803,0.820323,1.02431,0.195617,1.18895,0.658939,0.235031,0.209865,0.34956,2.65604,0.0714122,0.00132938,0.0630401
119.443446712,0.538173,2.10776,0.0412968,0.527808,0.634678,0.255394,0.283389,0.0887875,2.07758,0.331373,0.000864211,0.000173372
119.489886621,2.17718,1.30338,0.000300571,0.0148238,0.663179,0.523364,0.486936,0.0494088,1.99386,0.132121,0.00325682,0
119.536326531,2.98735,0.536792,0,0.182978,0.996223,0.118154,0.44453,0.515432,1.73109,0.380633,0.110283,0
119.582766440,3.49449,0.28348,0,0.214385,1.11885,0.142872,0.13834,0.766363,1.65561,0.545023,0.291573,0
119.629206349,3.802,0.308043,0,0.285865,1.05724,0.14384,0.0937863,0.873373,1.55273,0.397864,0.324755,0.0752586
119.675646259,3.99175,0,0,0.558495,0.551546,0.0793405,0.223686,0.674787,1.54915,0.109397,0.463095,0.0975801
119.722086168,3.08168,0.0880697,0.190455,0.560529,0,0.303806,0.706316,0.798512,1.19856,8.45765e-05,0.972086,0.110937
119.768526077,2.202,0.254192,0.239875,0.782921,0.06721,0.346248,0.944798,0.718915,0.857715,0.214835,1.2751,0.0521108
119.814965986,1.44733,0.277923,0.691556,0.914317,0.10606,0.481224,1.27318,0.0832096,0.626778,0.381757,1.7089,0.0534148
119.861405896,0.923498,0.107624,0.766358,1.00555,0.138848,0.74198,1.31493,0.139325,0.372236,0.421113,1.76684,0.0248938
119.907845805,0.0846577,0.226925,1.13139,0.613433,0.241581,1.37219,0.950468,0.0723497,0.242763,0.654086,2.12596,0.222451
119.954285714,0.0855503,0.215387,1.36992,0.111966,0.348275,1.00613,1.30582,0.10789,0.010158,0.525568,2.46784,0.376487
120.000725624,0,0.203756,1.32342,0.00884256,0.320907,1.26549,1.20546,0.0893375,0.00933667,0.322459,2.87976,0.391119
120.047165533,0,0.166712,1.19255,0.00462254,0.179141,2.02105,0.863427,0,0.00680641,0.432696,3.238,0.169988
120.093605442,0,0.11221,0.674201,0.0117783,0.0752898,2.77659,0.145379,0.0576954,0.0039461,0.437996,3.76608,1.17539e-05
120.140045351,0.0208147,0.000990715,0.0719522,0.0724882,0.0818575,2.71619,0,0.240151,0.279545,0.158553,4.17821,1.39013e-05
120.186485261,0.0902882,0.1645,0.00219273,0.169921,0.0743147,2.66759,0,0.137189,0.384024,0.0060925,3.98411,0.0348059
120.232925170,0.0874559,0.300199,0.0010644,0.229441,0.0445617,2.74743,0.00593145,0.0889903,0.50491,0.00965404,3.66952,0.0628574
120.279365079,0.10969,0,0.215661,0.262614,0,2.86139,0.0828581,0.0065266,0.482919,0.243998,3.36673,0.080625
120.325804989,0.548892,0,0.224643,0.3719,0,2.46689,0.106683,0.164168,0.266902,0.544507,3.09827,0.222062
120.372244898,0.735184,0.120891,0.229082,0.0197128,0,1.94339,0.0740878,0.730533,0.757609,0.770788,2.48384,0.197104
120.418684807,0.976134,0.195953,0.31824,0,0,1.79449,0.112897,0.664272,1.16314,0.752422,1.90837,0.113441
120.465124717,0.993596,0.0919379,0.256751,4.98819e-05,0.0085913,1.99788,0.0346989,0.640744,1.336,0.769531,1.74925,0.0162547
120.511564626,1.18923,0.000500138,0.133276,0.0474267,0.194824,1.84405,0.809883,0.148115,0.699515,0.515195,1.88046,0.366711
120.558004535,0.992544,0,0.272776,0.224459,0.490537,0.85305,1.81191,0.0248207,0.120992,0.411473,1.83288,0.852729
120.604444444,0.939684,0.00063525,0.604753,0.104678,0.362325,0.683368,1.93417,0.145517,0.0791552,0.331178,2.34616,0.683289
120.650884354,0.724451,0.00307127,0.761299,0.0808728,0.154487,0.845783,1.85231,0.258299,0.0363636,0.264099,2.92234,0.383088
120.697324263,0.605401,0.0019967,0.580534,0.0213701,0.0411732,1.3991,1.5211,0.237398,0.023325,0.320933,3.31699,0.195659
120.743764172,0.0860809,0,0.416642,0.000850942,0.167824,2.26302,0.674648,0.150773,0.0263514,0.360064,3.64734,0.0593823
120.790204082,0,0,0.425798,0,0.459455,2.65051,0.0866457,0.00406834,0.905071,0.412457,2.60148,0.200885
120.836643991,0.039683,0,0.433722,0.00853654,0.540583,1.83593,0.278223,0.255974,1.29752,0.485496,1.99121,0.0504627
120.883083900,0.523151,0,0.291999,0.161704,0.300154,0.320035,0.474108,0.317152,1.59712,0.773959,1.39932,0.105249
120.929523810,0.519748,0.0532803,0.0223821,0.409258,0.679449,0,1.24117,0.209592,1.39978,0.652983,1.14657,0.191567
120.975963719,0.338205,0,0.11584,0.231659,0.893492,0,1.75731,0.13314,1.09567,0.448942,1.41531,0.409098
121.022403628,0.21116,0,0.291433,0.249028,0.71093,0.35929,1.99055,0.0717361,1.03537,0.229944,1.65054,0.501259
121.068843537,0.0212732,0,0.284333,0.191985,0.58015,0.78225,1.71629,0.0352351,1.04167,0.0771977,2.55368,0.697879
121.115283447,0,0,0.0912216,0.182166,0.456445,1.69868,0.842486,0.0242378,0.812868,0.0565768,3.47376,0.712648
121.161723356,0,0.0453833,0.113052,0.153463,0.0184923,2.15107,0.0044138,0.0253907,0.484966,0.0488657,4.22485,0.549363
121.208163265,0,0,0.190037,0.0972407,0.0809654,2.19188,0.00701772,0.0956715,0.0626414,0.11014,4.28465,0.455995
121.254603175,0.000257071,0.137242,0.228617,0.171175,0.0885322,2.262,0.0022426,0.204007,0.0574869,0.252331,4.04715,0.31709
121.301043084,0.185875,0.135885,1.09463,0.413261,0.0236987,1.3288,0.226064,0.036467,0.415406,0.847252,2.79238,0.200914
121.347482993,0.717068,0,1.48433,0.770661,0.0543333,0.130282,0.419602,0.697186,0.575637,0.648069,2.07927,0.175042
121.393922902,0.798995,0,1.51951,0.737641,0.0524183,0.204875,0.455552,0.779921,0.584148,0.555898,1.60933,0.23018
121.440362812,0.782095,0.0146981,1.4624,0.616349,0.0403068,0.357608,0.404509,0.804261,0.527219,0.596331,1.36276,0.26334
121.486802721,0.515011,0.0620063,1.32798,0.686075,0.0726409,0.448809,0.298289,0.907881,0.422251,0.60712,1.17106,0.227806
121.533242630,0.267644,0.334832,0.808931,0.0462747,0.0269081,0.430301,0.0941101,1.02041,0.225923,0.671312,1.96477,0.162629
121.579682540,0.114927,0.296625,0.370411,0.147999,0.0139063,1.35041,0.126219,1.12311,0.906432,0.791035,1.78364,0.243532
121.626122449,0,0.265919,0.51178,0,0.125675,1.92519,0.0525818,1.11232,1.44391,0.114151,1.18908,1.28004
121.672562358,0,0.140519,0.482232,0,0.225854,1.95143,0.0507847,0.812719,1.50448,0.0637037,1.46188,1.44946
121.719002268,0,0.0925983,0.154889,0.0970778,0.298767,2.07184,0.0349967,0.489002,1.65257,0.00455616,1.77756,1.30809
121.765442177,0,0.0387875,0.109047,0.639537,0.41881,1.6481,0.465984,0.353447,1.14156,0.263457,0.818004,1.41377
121.811882086,0.257054,0,0.107361,0.679541,0.137357,1.37291,0.434198,0.30433,1.01934,0.853133,0.944013,1.19309
121.858321995,0.536804,0.00108011,0.070655,0.654402,0.0489011,1.71601,0.323803,0.518845,0.926771,0.889934,1.24369,0.980635
121.904761905,0.376223,0.0740262,0.021313,0.455004,0.0813732,2.28,0.342356,0.739688,0.79227,0.791559,1.97776,0.514346
121.951201814,0.000707265,0.257387,0.00249324,0.275212,0.10665,2.65349,0.283613,0.626682,0.633778,0.281052,3.62156,0.180511
121.997641723,0.000668819,0.1442,0,0.153968,0.147645,2.42093,0.00337849,0.63952,0.893937,0.140068,3.73443,0.320972
122.044081633,0.000274477,0.0017146,0,0.075679,0.387723,1.92522,0.00114959,0.314338,1.33919,0.221481,2.80264,0.403436
122.090521542,0.0192123,0.000880552,0,0.115867,0.680311,1.71407,0.051123,0.035638,1.48747,0.360231,1.84214,0.305788
122.136961451,0.797891,0.120157,0.432318,0.0380079,0.694408,0.0836391,1.03311,0.409191,1.26111,1.02208,1.59786,0.180199
122.183401361,0.95052,0.164007,0.676284,0.129163,0.687937,0.330637,1.22489,0.413722,0.268342,0.549619,1.78546,0.764428
122.229841270,0.77599,0.000991589,0.66229,0.0865092,0.561656,0.998739,1.09081,0.541243,0.302616,0.480056,2.11043,0.774629
122.276281179,0.581874,0,0.572792,0.113903,0.296103,1.62398,1.04547,0.590646,0.259128,0.264483,2.46273,0.537121
122.322721088,0.412162,0,0.37158,0.162717,0.00289429,1.9187,1.10045,0.43971,0.182466,0.0907143,2.85541,0.287425
122.369160998,0.0629703,0,0.236512,0.212801,0.00732082,2.14208,0.942949,0.210623,0.117731,0.00689012,3.38533,0.0836245
122.415600907,0,0,0.268262,0.0530436,0.154095,2.49064,0.000552276,0.0562134,0.0449655,0.0115734,3.79075,0.0532535
122.462040816,0,0,0.285139,0.00505101,0.270964,2.12658,0.0215015,0.0883264,0.0852394,0.161309,3.66005,0.00230523
122.508480726,0,0.154394,0.357285,0,0.267987,1.04854,0.000606199,0.303952,1.11865,0.125746,2.4786,0.646403
122.554920635,0.106364,0.106159,0.453245,0.672429,0.00677251,0.66739,0.0205948,0.205204,1.69465,1.05651,0.901743,0.934053
122.601360544,0.140986,0,0.628839,0.599536,0.0247703,0.307956,0.24761,0.761118,1.67412,1.20383,0.55555,0.786695
122.647800454,0.129382,0.14709,0.59186,0.613717,0.0198328,0.1364,0.379807,1.14316,1.27142,1.12582,0.582425,0.664498
122.694240363,0.166081,0.382213,0.429418,0.646828,0.0119819,0.115799,0.532232,1.40922,0.982954,1.06272,0.61602,0.413191
122.740680272,0.459662,0.410647,0.193204,0.785169,0.0964742,0.357357,0.799819,1.47513,0.88363,1.20536,0.322055,0.3537
122.787120181,0.906599,0.327469,0.148302,0.617019,1.13161,0.359984,0.757195,1.00777,0.341329,0.329877,1.33891,0.344923
122.833560091,1.05312,0.0303573,0.418131,1.13772,1.04313,0.28732,0.151889,0.870411,0.341282,0.272596,1.59393,0.310003
122.880000000,1.2143,0,0.342619,1.52327,0.662542,0.175459,0.295923,0.455709,0.365309,0.375694,1.87503,0.269942
122.926439909,0.99181,0,0.31301,1.62309,0.207703,0.235251,1.03787,0.500761,0.114939,0.51826,2.34599,0.227765
122.972879819,0.738928,0,0.141318,1.7188,0.301746,0.35261,1.14531,0.5592,0.127986,0.681543,2.435,0.217909
123.019319728,0.832838,0.0287957,0,1.18593,0.151257,0.605729,1.02379,1.07355,0.181486,0.765759,2.04455,0.393344
123.065759637,1.10429,0.18183,0.114492,0.622657,0.100219,0.97584,1.06966,1.62851,0.524328,0.609579,1.39129,0.343515
123.112199546,1.33761,0.203141,0.222275,0.189218,0.0291555,0.868623,1.04633,1.75112,0.424122,0.577648,1.34389,0.334497
123.158639456,1.73916,0.10152,0.342512,0.0704728,0.0573264,0.833888,0.994373,2.52475,0.562437,0.426544,0.857467,0.220835
123.205079365,1.52303,0.0108927,0.252055,0.494009,0.182884,1.50349,0.532642,1.4695,2.04899,0.0962427,0.184827,0.12601
123.251519274,1.31561,0.0055322,0.0818734,0.231501,0.160427,2.21791,0.0649942,0.484708,2.79092,0.299529,0.218734,0.178059
123.297959184,1.438,0.0260405,0.000490838,0.237355,0.163789,2.60474,0.0234117,0.492613,2.76528,0.239012,0.18756,0.0137107
123.344399093,1.58985,0.000423183,0,0.200789,0.242984,2.6738,0.00332405,0.426801,2.69216,0.252576,0.228788,0.00390032
123.390839002,1.57096,0,0.0981013,0.00100533,0.377813,2.52093,0,0.315737,2.53054,0.53707,0.229653,0.0401114
123.437278912,1.26967,0.112736,0.26616,0.204732,0.667453,1.79889,0.0178623,0.236442,2.25108,0.623922,0.257722,0.0852355
123.483718821,0.623688,0.293659,0.293232,0.361864,1.34582,1.05516,0.0339987,0.555006,1.94368,0.740761,0.263285,0.147202
123.530158730,0.880324,0.357799,0.1015,0.29001,1.63874,0.000802003,0.0382831,1.11553,1.44283,0.879142,0.514142,0.474314
123.576598639,0.750897,0.294691,0.180746,0.508481,1.52705,0.00982436,0.0416546,1.67753,1.0636,0.863565,0.452533,0.162464
123.623038549,0.418094,0.404351,0.0427014,1.47688,1.28189,0.0648898,0.00382926,2.63844,0.615432,0.74102,0.430926,0.102527
123.669478458,0.226318,0.0747594,0.443853,2.00955,0.893978,0.091481,0,3.17086,0.665874,0.227738,0.21793,0.223379
123.715918367,0,0.0108741,0.567656,2.30099,0.494033,0.158617,0,3.53606,0.63756,0.123688,0.14986,0.560475
123.762358277,0.562977,0.00503883,0.547851,2.01304,0.503172,0.0482486,0.199032,3.35086,0.614086,0.845562,0.468914,0.481778
123.808798186,1.15208,0.196223,0.350351,1.31895,0.985407,0.00772458,0.895435,1.95634,0.609168,0.849024,0.890648,0.322084
123.855238095,1.23785,0.27439,0.334597,0.723275,0.671318,0.00127248,1.1562,1.04454,0.762811,0.840707,0.994009,0.39929
123.901678005,1.16725,0.338394,0.503844,0.0752137,0.614346,0,1.36184,0.65204,0.80554,0.719358,1.10073,0.329599
123.948117914,1.15122,0.326045,0.606897,0.159724,0.827752,0,1.24359,0.571228,0.748644,0.472314,1.26479,0.269057
123.994557823,1.09834,0.0794596,0.321297,1.39852,1.62243,0.00756914,0.464841,0.788671,0.884379,0.487282,0.714252,0.0454303
124.040997732,0.210267,0.573143,0.152555,1.75121,1.81487,0.0545185,0.0170653,0.454494,1.21689,0.0498518,0.488752,0.00624923
124.087437642,0.0705029,0.645673,0.0285002,1.98773,1.37362,0.139056,0.00958487,0.108947,1.13776,0.070368,0.479712,0
124.133877551,0.0888309,0.172681,0.151968,1.98222,0.296725,0.0906452,0.00527475,0.0961516,0.973062,0.144488,0.558435,0.00971112
124.180317460,0,0.0573549,0.277402,2.01324,0.0128118,0.0961495,0.0991386,0.164335,0.911401,0.129623,0.535691,0.359305
124.226757370,0,0.460153,0.417651,1.94041,0.631104,0.0438781,0.0645136,0.347547,1.18852,0.120904,0.514961,0.527367
124.273197279,0.00660464,0.940971,0.34841,1.48228,1.18013,0.0152994,0.0588868,0.309801,1.23635,0.746507,0.247972,0.505143
124.319637188,0.0405874,0.919572,0.13827,0.910768,1.16553,0.123617,0.444987,0.558297,0.984236,1.14301,0.335729,0.75595
124.366077098,0.0631478,0.526173,0.0259304,0.378395,1.23209,0.539323,0.692094,0.863855,0.642813,1.08693,0.53188,0.703496
124.412517007,0,0.147349,0.12762,0.625954,1.99684,0.169377,0.100919,1.55319,0.595388,0.144227,1.16938,0.46718
124.458956916,0.192726,0,0.447508,1.46271,1.02889,0.13117,0.0160928,1.76729,0.177965,0.00182883,1.1856,0.395263
124.505396825,0.16376,0,0.498928,2.09193,0.374477,0.0160233,0.0390895,1.75755,0,0.000899271,0.98942,0.453525
124.551836735,0.0949017,0,0.445544,2.18737,0.077897,0.0263621,0.0211818,2.02127,0.0562048,0,1.06849,0.419707
124.598276644,0,0.0292189,0.587465,1.82787,0.212391,0.0367766,0.0167205,2.25374,0.0246929,0,1.35612,0.470192
124.644716553,0.0462768,0.327109,0.837239,1.26009,0.355308,0.524427,0.066883,2.34095,0.339763,0.32244,1.09819,0.182667
124.691156463,0.12337,0.286666,0.938679,0.914981,0.517724,0.932408,0.0762922,1.83868,0.517727,0.530024,1.19154,0.189585
124.737596372,0.426003,0.0768023,0.71806,0.163008,0.865419,0.531212,0.218567,1.6491,0.60089,0.693625,1.51197,0.237379
124.784036281,0.808744,0.100979,0.355029,0.0331356,1.29239,0.0676114,0.713995,0.702659,0.559814,1.0245,1.56126,0.124665
124.830476190,1.39606,0.421746,0.204258,0.0507006,1.17577,0.176636,0.658009,0.339164,0.28614,2.17317,0.552629,0
124.876916100,1.20192,1.36025,0.217824,0.179073,0.122946,0.455804,0.635581,0.0436108,0.660662,2.07871,0.476415,0.00258029
124.923356009,1.14446,1.81425,0.219724,0.220575,0,0.391962,0.602836,0.0216931,0.708063,1.51911,0.360962,0
124.969795918,1.1526,2.48004,0.156349,0.35023,0.0130403,0.419471,0.386063,0.0871827,1.3056,0.560412,0.000468695,0
125.016235828,1.15524,2.383,0.369381,0.347839,0.108333,0.626926,0.0593618,0.122214,2.43968,0.083196,0.000135408,0.0577327
125.062675737,1.31942,1.33534,0.512008,0.430856,1.00914,0.145298,0.553887,0,2.86456,0.0399874,0.351673,0.125548
125.109115646,1.58341,0.515743,0.250724,0.492363,1.3293,0.0132649,1.02191,0.302222,2.62664,0.297971,0.374933,0.138559
125.155555556,0.834162,0.32191,0.00645339,0.201724,1.61906,0.0161711,1.40082,0.550052,1.92296,0.572193,0.472552,0.147467
125.201995465,0.329115,0.404257,0.0746739,0.0258294,1.55937,0.0495712,1.26517,0.590345,1.8769,0.694536,0.527174,0.160044
125.248435374,0.128358,0.923632,0.0921469,0.803025,1.34195,0.274819,0,0.84743,1.65146,0.597054,0.166885,0.135093
125.294875283,0.220857,0.1611,0.00305518,1.22923,1.04325,0.239188,0.0124212,0.968396,1.4629,0.1289,0.416359,0.295083
125.341315193,0,0.000979919,0.00358547,1.85058,0.85666,0.193613,0.00884204,1.19962,1.32132,0.0731777,0.314236,0.310527
125.387755102,0.719853,0.00176852,0.00218435,2.34554,0.441287,0.212126,0.151112,1.03371,0.194853,0.594123,0.84258,0.413323
125.434195011,1.24361,0.000364994,0.0720216,1.76328,0.668081,0,1.15784,0.456234,0.364651,0.710696,1.13123,0.304477
125.480634921,1.24115,0.00552525,0.609237,1.17615,0.682175,0,1.2972,0.145909,0.601293,0.717687,0.980182,0.360093
125.527074830,1.26837,0.00211547,0.805883,0.782962,0.400562,0.00471438,1.24917,0.240946,0.691201,0.680776,0.929006,0.424269
125.573514739,1.25804,0,0.910083,0.63335,0.518322,0.0165465,1.20943,0.490918,0.689847,0.64858,1.11366,0.279451
125.619954649,1.14152,0.00158528,0.821389,0.0577229,0.770857,0.0376131,1.33363,0.811182,0.592747,0.71165,1.49565,0.290181
125.666394558,1.47098,0.00488672,0.0269147,0,0.790316,1.06977,0.708001,0.789768,0.255804,0.712298,0.209572,0.232554
125.712834467,1.79891,0,0.0189585,0,0.514296,1.31474,0.718914,0.630059,0.0606357,0.670994,0.0787589,0.161276
125.759274376,2.38777,0,0.0682077,0,0.442313,1.38048,0.696501,0.487711,0.107244,0.609733,0.0515406,0.0500189
125.805714286,2.95999,0,0.0684713,0.00518051,0.549101,1.8157,0.655975,0.608773,0.0944844,0.396748,0.03633,0.0602268
125.852154195,2.91079,0.0925413,0.0422973,0.0457112,0.754082,2.61902,0.129612,1.05046,0.348869,0.265785,0.0351852,0.124433
125.898594104,2.45044,0.212634,0,0.190072,1.09117,2.0204,0.39646,1.00744,0.605203,0.0520454,0.113702,0.217789
125.945034014,1.44068,0.678813,0,0.134675,1.52309,1.08594,0.672144,1.08407,0.783428,0.143243,0.17803,0.252619
125.991473923,0.974231,0.935448,0.0667912,0.115957,1.8137,0.929331,0.687634,0.894019,1.02562,0.257008,0.253619,0.351954
126.037913832,1.70681,0.919447,0.000347117,0.148144,0.588947,2.42462,0.213692,0.0313889,1.29799,0.0537334,0.266924,0.243035
126.084353741,2.02761,0.644376,0.00164335,0.250029,0.280803,2.45209,0.377027,0.472346,1.40389,0.0996831,0.00710288,0.128655
126.130793651,2.30564,0.771663,0.0013159,0.337965,0.0173166,2.42408,0.234171,0.436359,1.21067,0.00210065,0.00925863,0.155563
126.177233560,2.16166,0.665229,0.00111924,0.239382,0,2.38665,0.0503874,0.422287,1.2266,0.027541,0.00165694,0.100778
126.223673469,2.08241,0.293759,0.000402941,0.0949178,0,1.83514,0.241638,0.48518,1.40921,0.0863058,0.686794,0.110074
126.270113379,1.96867,0.183256,0.0346456,0.127668,0,1.1099,0.884931,0.47959,1.05121,0.0999808,1.20554,0.130033
126.316553288,1.22336,0.206924,0.479355,0.341754,0.191677,0.94056,0.796611,0.379609,0.719149,0.306124,1.29042,0.307698
126.362993197,0.791542,0.232815,1.01037,0.497508,0.641382,0.879487,0.705296,0.145907,0.626517,0.515466,1.07206,0.347169
126.409433107,0.618921,0.254179,0.88997,0.552796,1.16143,0.146548,0.574224,0.787815,0.665909,0.643877,0.932488,0.236927
126.455873016,0.614805,0.0881383,0.335001,0.546749,0.840276,0.168474,0.452589,0.890382,1.5601,1.02469,0.212752,0.133312
126.502312925,0.0815303,0.451934,0.0520867,0.22022,0.217654,1.3983,0.435559,0,1.54393,1.56589,0.860963,0.248188
126.548752834,0.109113,0.314847,0.015153,0.311268,0.0775066,1.78679,0.248637,0.0566813,2.01208,1.11832,1.5653,0.23196
126.595192744,0.192556,0.0979241,0.00183486,0.412646,0.00847948,1.904,0.0160992,0,2.45255,0.7962,1.44198,0.138622
126.641632653,0.319759,0.110113,0.0457749,0.319137,0.164312,1.68204,0.00673016,0.00520329,2.80701,0.490492,1.36002,0.105868
126.688072562,0.437549,0.0722867,0.241321,0.280284,0.514083,1.06364,0.478756,0.149909,2.77781,0.507133,0.988333,0.17815
126.734512472,0.154157,0.0155894,0.239738,0.120995,1.29788,0.751912,0.908114,0.431295,2.01149,0.696014,0.750733,0.135134
126.780952381,0.0298715,0.00737584,0.300044,0.0759586,1.62507,0.308369,1.16652,0.631224,1.50021,0.642588,0.982837,0.147313
126.827392290,0.00527024,0,0.416714,0.0259552,1.34743,0.711287,1.02508,0.655782,1.04372,0.617767,2.09605,0.147822
126.873832200,0.484467,0.429274,0.161223,0.494119,0.866704,1.2819,0.0123695,1.23341,0.702177,0.252387,2.36647,0.123153
126.920272109,0.445424,0.293608,0.147285,1.22658,0.292255,1.47996,0.0282545,1.70492,0.661199,0.120841,2.1821,0.13172
126.966712018,0.211331,0.0981575,0.16685,1.74288,0.07043,1.54031,0.0238799,2.32824,0.437811,0.15042,2.11026,0.103431
127.013151927,0.268889,0.0667449,0.259041,1.95725,0.00542396,1.51857,0.0387949,2.63003,0.131908,0.136406,2.19191,0.0801851
127.059591837,0.756394,0,0.270881,1.29922,0.191978,0.722702,1.03278,1.20939,0.490114,0.411725,1.65381,0.375752
127.106031746,0.847943,0.0587005,0.186598,1.15599,0.33106,0.814757,1.28039,0.603255,0.582756,0.569548,1.77971,0.43944
127.152471655,0.791947,0.0983492,0.411498,0.76739,0.335084,1.07046,1.48365,0.27613,0.572702,0.593569,1.75699,0.5156
127.198911565,0.820034,0.0711805,0.841904,0.255237,0.32005,0.990847,1.41107,0.114779,0.513523,0.700922,1.92719,0.524232
127.245351474,0.831159,0.0383846,0.9878,0.0532901,0.565806,0.960569,1.16833,0.593392,0.317748,0.774198,2.40339,0.246571
127.291791383,0.410205,0.0839767,0.663242,0.0291132,0.938613,1.2965,0.163945,0.447928,1.32895,0.755457,1.26637,0
127.338231293,0.272645,0.0312959,0.0491699,0.0865299,0.814838,1.61138,0.132703,0,2.40541,0.73548,0.895839,0
127.384671202,0.281034,0.118118,0.0186847,0.304191,0.130451,1.71827,0.0658685,0.0888203,3.1357,0.747053,0.622346,0.0221177
127.431111111,0.0472334,0.0324468,0.149237,0.575745,0.0316806,1.04928,0.196062,0.215389,3.57675,0.811596,0.708343,0.155675
127.477551020,0.00393273,0.852695,0.432733,0.429423,0.814582,0.672686,0.213949,0.109895,3.4115,0.877118,0.398517,0.299025
127.523990930,0.0256076,0.952441,0.285298,0.297375,0.920493,0.914439,0.203032,0.0261544,2.93501,0.898847,0.481526,0.445837
127.570430839,0.00270497,0.690596,0.19595,0.362501,1.12302,1.2904,0.774417,0.0248136,1.96151,1.07625,0.462212,0.335822
127.616870748,0,0.298176,0.199231,0.452068,1.08337,1.50957,1.43193,0.0169886,1.20606,1.06848,0.987515,0.171105
127.663310658,0,0.212694,0.223233,0.81857,1.22961,1.49161,0.0702162,0.648421,0.406459,0.438078,1.62651,0.195854
127.709750567,0.485074,0.00120583,0.259351,1.06209,1.26755,1.37605,0.00152332,0.693361,0.0892375,0.0840437,1.86583,0.401139
127.756190476,0.120369,0,0.419813,1.58127,1.08779,1.27978,0.00711773,0.912375,0.13293,0.265894,1.0664,0.17899
127.802630385,0,0.00101539,0.717929,2.06558,0.278356,0.76233,0.0257697,1.12541,0.0710054,0.207019,0.595955,0.0564657
127.849070295,0.165255,0.0334946,0.778011,1.59424,0.133343,0.387076,0.0898286,1.21313,0.117725,0.632422,0.528704,0.313084
127.895510204,0.421283,0.0454988,1.04978,1.09184,0.129021,1.19974,0.12652,1.19168,0.304225,0.600067,0.873323,0.539341
127.941950113,0.380653,0.0432529,0.937019,0.924481,0.114303,1.51335,0.127304,1.1867,0.4715,0.695048,0.984007,0.463755
127.988390023,0.431932,0.0578654,0.713672,0.774785,0.364753,1.32844,0.360807,1.06032,0.520776,0.758614,1.09428,0.459473
128.034829932,0.359158,0.105725,0.573861,0.360031,0.657149,0.674919,0.743437,0.96553,0.568645,0.806364,1.45802,0.362497
128.081269841,0.652235,0.179412,0.660911,0.0852721,0.732571,0.983854,0.601246,0,1.73023,0.880247,0.773618,0.209043
128.127709751,1.28695,0,0.434466,0.00687764,0.140145,0.995155,0.735699,0.00177283,2.11359,0.595339,0.947945,0.0961914
